,id,gender,race,age,mask,path
29,000006,female,Asian,59,mask,000006_female_Asian_59/mask1.jpg
30,000006,female,Asian,59,mask,000006_female_Asian_59/mask2.jpg
31,000006,female,Asian,59,mask,000006_female_Asian_59/mask3.jpg
32,000006,female,Asian,59,mask,000006_female_Asian_59/mask4.jpg
33,000006,female,Asian,59,mask,000006_female_Asian_59/mask5.jpg
34,000006,female,Asian,59,Not Wear,000006_female_Asian_59/normal.jpg
35,000007,female,Asian,58,Incorrect,000007_female_Asian_58/incorrect_mask.jpg
36,000007,female,Asian,58,mask,000007_female_Asian_58/mask1.jpg
37,000007,female,Asian,58,mask,000007_female_Asian_58/mask2.jpg
38,000007,female,Asian,58,mask,000007_female_Asian_58/mask3.jpg
39,000007,female,Asian,58,mask,000007_female_Asian_58/mask4.jpg
40,000007,female,Asian,58,mask,000007_female_Asian_58/mask5.jpg
41,000007,female,Asian,58,Not Wear,000007_female_Asian_58/normal.jpg
42,000008,female,Asian,58,Incorrect,000008_female_Asian_58/incorrect_mask.jpg
43,000008,female,Asian,58,mask,000008_female_Asian_58/mask1.jpg
44,000008,female,Asian,58,mask,000008_female_Asian_58/mask2.jpg
45,000008,female,Asian,58,mask,000008_female_Asian_58/mask3.jpg
46,000008,female,Asian,58,mask,000008_female_Asian_58/mask4.jpg
47,000008,female,Asian,58,mask,000008_female_Asian_58/mask5.jpg
48,000008,female,Asian,58,Not Wear,000008_female_Asian_58/normal.jpg
49,000009,female,Asian,56,Incorrect,000009_female_Asian_56/incorrect_mask.jpg
50,000009,female,Asian,56,mask,000009_female_Asian_56/mask1.jpg
51,000009,female,Asian,56,mask,000009_female_Asian_56/mask2.jpg
52,000009,female,Asian,56,mask,000009_female_Asian_56/mask3.jpg
53,000009,female,Asian,56,mask,000009_female_Asian_56/mask4.jpg
54,000009,female,Asian,56,mask,000009_female_Asian_56/mask5.jpg
55,000009,female,Asian,56,Not Wear,000009_female_Asian_56/normal.jpg
56,000010,female,Asian,58,Incorrect,000010_female_Asian_58/incorrect_mask.jpg
57,000010,female,Asian,58,mask,000010_female_Asian_58/mask1.jpg
58,000010,female,Asian,58,mask,000010_female_Asian_58/mask2.jpg
59,000010,female,Asian,58,mask,000010_female_Asian_58/mask3.jpg
60,000010,female,Asian,58,mask,000010_female_Asian_58/mask4.jpg
61,000010,female,Asian,58,mask,000010_female_Asian_58/mask5.jpg
62,000010,female,Asian,58,Not Wear,000010_female_Asian_58/normal.jpg
63,000012,male,Asian,57,Incorrect,000012_male_Asian_57/incorrect_mask.jpg
64,000012,male,Asian,57,mask,000012_male_Asian_57/mask1.jpg
65,000012,male,Asian,57,mask,000012_male_Asian_57/mask2.jpg
66,000012,male,Asian,57,mask,000012_male_Asian_57/mask3.jpg
67,000012,male,Asian,57,mask,000012_male_Asian_57/mask4.jpg
68,000012,male,Asian,57,mask,000012_male_Asian_57/mask5.jpg
69,000012,male,Asian,57,Not Wear,000012_male_Asian_57/normal.jpg
70,000014,female,Asian,58,Incorrect,000014_female_Asian_58/incorrect_mask.jpg
71,000014,female,Asian,58,mask,000014_female_Asian_58/mask1.jpg
72,000014,female,Asian,58,mask,000014_female_Asian_58/mask2.jpg
73,000014,female,Asian,58,mask,000014_female_Asian_58/mask3.jpg
74,000014,female,Asian,58,mask,000014_female_Asian_58/mask4.jpg
75,000014,female,Asian,58,mask,000014_female_Asian_58/mask5.jpg
76,000014,female,Asian,58,Not Wear,000014_female_Asian_58/normal.jpg
77,000015,male,Asian,55,Incorrect,000015_male_Asian_55/incorrect_mask.jpg
78,000015,male,Asian,55,mask,000015_male_Asian_55/mask1.jpg
79,000015,male,Asian,55,mask,000015_male_Asian_55/mask2.jpg
80,000015,male,Asian,55,mask,000015_male_Asian_55/mask3.jpg
81,000015,male,Asian,55,mask,000015_male_Asian_55/mask4.jpg
82,000015,male,Asian,55,mask,000015_male_Asian_55/mask5.jpg
83,000015,male,Asian,55,Not Wear,000015_male_Asian_55/normal.jpg
84,000016,female,Asian,58,Incorrect,000016_female_Asian_58/incorrect_mask.jpg
85,000016,female,Asian,58,mask,000016_female_Asian_58/mask1.jpg
86,000016,female,Asian,58,mask,000016_female_Asian_58/mask2.jpg
87,000016,female,Asian,58,mask,000016_female_Asian_58/mask3.jpg
88,000016,female,Asian,58,mask,000016_female_Asian_58/mask4.jpg
89,000016,female,Asian,58,mask,000016_female_Asian_58/mask5.jpg
90,000016,female,Asian,58,Not Wear,000016_female_Asian_58/normal.jpg
91,000018,female,Asian,59,Incorrect,000018_female_Asian_59/incorrect_mask.jpg
92,000018,female,Asian,59,mask,000018_female_Asian_59/mask1.jpg
93,000018,female,Asian,59,mask,000018_female_Asian_59/mask2.jpg
94,000018,female,Asian,59,mask,000018_female_Asian_59/mask3.jpg
95,000018,female,Asian,59,mask,000018_female_Asian_59/mask4.jpg
96,000018,female,Asian,59,mask,000018_female_Asian_59/mask5.jpg
97,000018,female,Asian,59,Not Wear,000018_female_Asian_59/normal.jpg
98,000019,female,Asian,57,Incorrect,000019_female_Asian_57/incorrect_mask.jpg
99,000019,female,Asian,57,mask,000019_female_Asian_57/mask1.jpg
100,000019,female,Asian,57,mask,000019_female_Asian_57/mask2.jpg
101,000019,female,Asian,57,mask,000019_female_Asian_57/mask3.jpg
102,000019,female,Asian,57,mask,000019_female_Asian_57/mask4.jpg
103,000019,female,Asian,57,mask,000019_female_Asian_57/mask5.jpg
104,000019,female,Asian,57,Not Wear,000019_female_Asian_57/normal.jpg
105,000020,female,Asian,50,Incorrect,000020_female_Asian_50/incorrect_mask.jpg
106,000020,female,Asian,50,mask,000020_female_Asian_50/mask1.jpg
107,000020,female,Asian,50,mask,000020_female_Asian_50/mask2.jpg
108,000020,female,Asian,50,mask,000020_female_Asian_50/mask3.jpg
109,000020,female,Asian,50,mask,000020_female_Asian_50/mask4.jpg
110,000020,female,Asian,50,mask,000020_female_Asian_50/mask5.jpg
111,000020,female,Asian,50,Not Wear,000020_female_Asian_50/normal.jpg
112,000021,female,Asian,54,Incorrect,000021_female_Asian_54/incorrect_mask.jpg
113,000021,female,Asian,54,mask,000021_female_Asian_54/mask1.jpg
114,000021,female,Asian,54,mask,000021_female_Asian_54/mask2.jpg
115,000021,female,Asian,54,mask,000021_female_Asian_54/mask3.jpg
116,000021,female,Asian,54,mask,000021_female_Asian_54/mask4.jpg
117,000021,female,Asian,54,mask,000021_female_Asian_54/mask5.jpg
118,000021,female,Asian,54,Not Wear,000021_female_Asian_54/normal.jpg
119,000022,female,Asian,58,Incorrect,000022_female_Asian_58/incorrect_mask.jpg
120,000022,female,Asian,58,mask,000022_female_Asian_58/mask1.jpg
121,000022,female,Asian,58,mask,000022_female_Asian_58/mask2.jpg
122,000022,female,Asian,58,mask,000022_female_Asian_58/mask3.jpg
123,000022,female,Asian,58,mask,000022_female_Asian_58/mask4.jpg
124,000022,female,Asian,58,mask,000022_female_Asian_58/mask5.jpg
125,000022,female,Asian,58,Not Wear,000022_female_Asian_58/normal.jpg
126,000023,female,Asian,55,Incorrect,000023_female_Asian_55/incorrect_mask.jpg
127,000023,female,Asian,55,mask,000023_female_Asian_55/mask1.jpg
128,000023,female,Asian,55,mask,000023_female_Asian_55/mask2.jpg
129,000023,female,Asian,55,mask,000023_female_Asian_55/mask3.jpg
130,000023,female,Asian,55,mask,000023_female_Asian_55/mask4.jpg
131,000023,female,Asian,55,mask,000023_female_Asian_55/mask5.jpg
132,000023,female,Asian,55,Not Wear,000023_female_Asian_55/normal.jpg
133,000024,female,Asian,58,Incorrect,000024_female_Asian_58/incorrect_mask.jpg
134,000024,female,Asian,58,mask,000024_female_Asian_58/mask1.jpg
135,000024,female,Asian,58,mask,000024_female_Asian_58/mask2.jpg
136,000024,female,Asian,58,mask,000024_female_Asian_58/mask3.jpg
137,000024,female,Asian,58,mask,000024_female_Asian_58/mask4.jpg
138,000024,female,Asian,58,mask,000024_female_Asian_58/mask5.jpg
139,000024,female,Asian,58,Not Wear,000024_female_Asian_58/normal.jpg
140,000025,female,Asian,49,Incorrect,000025_female_Asian_49/incorrect_mask.jpg
141,000025,female,Asian,49,mask,000025_female_Asian_49/mask1.jpg
142,000025,female,Asian,49,mask,000025_female_Asian_49/mask2.jpg
143,000025,female,Asian,49,mask,000025_female_Asian_49/mask3.jpg
144,000025,female,Asian,49,mask,000025_female_Asian_49/mask4.jpg
145,000025,female,Asian,49,mask,000025_female_Asian_49/mask5.jpg
146,000025,female,Asian,49,Not Wear,000025_female_Asian_49/normal.jpg
147,000026,female,Asian,56,Incorrect,000026_female_Asian_56/incorrect_mask.jpg
148,000026,female,Asian,56,mask,000026_female_Asian_56/mask1.jpg
149,000026,female,Asian,56,mask,000026_female_Asian_56/mask2.jpg
150,000026,female,Asian,56,mask,000026_female_Asian_56/mask3.jpg
151,000026,female,Asian,56,mask,000026_female_Asian_56/mask4.jpg
152,000026,female,Asian,56,mask,000026_female_Asian_56/mask5.jpg
153,000026,female,Asian,56,Not Wear,000026_female_Asian_56/normal.jpg
154,000028,female,Asian,58,Incorrect,000028_female_Asian_58/incorrect_mask.jpg
155,000028,female,Asian,58,mask,000028_female_Asian_58/mask1.jpg
156,000028,female,Asian,58,mask,000028_female_Asian_58/mask2.jpg
157,000028,female,Asian,58,mask,000028_female_Asian_58/mask3.jpg
158,000028,female,Asian,58,mask,000028_female_Asian_58/mask4.jpg
159,000028,female,Asian,58,mask,000028_female_Asian_58/mask5.jpg
160,000028,female,Asian,58,Not Wear,000028_female_Asian_58/normal.jpg
161,000029,female,Asian,58,Incorrect,000029_female_Asian_58/incorrect_mask.jpg
162,000029,female,Asian,58,mask,000029_female_Asian_58/mask1.jpg
163,000029,female,Asian,58,mask,000029_female_Asian_58/mask2.jpg
164,000029,female,Asian,58,mask,000029_female_Asian_58/mask3.jpg
165,000029,female,Asian,58,mask,000029_female_Asian_58/mask4.jpg
166,000029,female,Asian,58,mask,000029_female_Asian_58/mask5.jpg
167,000029,female,Asian,58,Not Wear,000029_female_Asian_58/normal.jpg
168,000030,female,Asian,55,Incorrect,000030_female_Asian_55/incorrect_mask.jpg
169,000030,female,Asian,55,mask,000030_female_Asian_55/mask1.jpg
170,000030,female,Asian,55,mask,000030_female_Asian_55/mask2.jpg
171,000030,female,Asian,55,mask,000030_female_Asian_55/mask3.jpg
172,000030,female,Asian,55,mask,000030_female_Asian_55/mask4.jpg
173,000030,female,Asian,55,mask,000030_female_Asian_55/mask5.jpg
174,000030,female,Asian,55,Not Wear,000030_female_Asian_55/normal.jpg
175,000031,female,Asian,54,Incorrect,000031_female_Asian_54/incorrect_mask.jpg
176,000031,female,Asian,54,mask,000031_female_Asian_54/mask1.jpg
177,000031,female,Asian,54,mask,000031_female_Asian_54/mask2.jpg
178,000031,female,Asian,54,mask,000031_female_Asian_54/mask3.jpg
179,000031,female,Asian,54,mask,000031_female_Asian_54/mask4.jpg
180,000031,female,Asian,54,mask,000031_female_Asian_54/mask5.jpg
181,000031,female,Asian,54,Not Wear,000031_female_Asian_54/normal.jpg
182,000033,male,Asian,57,Incorrect,000033_male_Asian_57/incorrect_mask.jpg
183,000033,male,Asian,57,mask,000033_male_Asian_57/mask1.jpg
184,000033,male,Asian,57,mask,000033_male_Asian_57/mask2.jpg
185,000033,male,Asian,57,mask,000033_male_Asian_57/mask3.jpg
186,000033,male,Asian,57,mask,000033_male_Asian_57/mask4.jpg
187,000033,male,Asian,57,mask,000033_male_Asian_57/mask5.jpg
188,000033,male,Asian,57,Not Wear,000033_male_Asian_57/normal.jpg
189,000034,female,Asian,55,Incorrect,000034_female_Asian_55/incorrect_mask.jpg
190,000034,female,Asian,55,mask,000034_female_Asian_55/mask1.jpg
191,000034,female,Asian,55,mask,000034_female_Asian_55/mask2.jpg
192,000034,female,Asian,55,mask,000034_female_Asian_55/mask3.jpg
193,000034,female,Asian,55,mask,000034_female_Asian_55/mask4.jpg
194,000034,female,Asian,55,mask,000034_female_Asian_55/mask5.jpg
195,000034,female,Asian,55,Not Wear,000034_female_Asian_55/normal.jpg
196,000036,female,Asian,58,Incorrect,000036_female_Asian_58/incorrect_mask.jpg
197,000036,female,Asian,58,mask,000036_female_Asian_58/mask1.jpg
198,000036,female,Asian,58,mask,000036_female_Asian_58/mask2.jpg
199,000036,female,Asian,58,mask,000036_female_Asian_58/mask3.jpg
200,000036,female,Asian,58,mask,000036_female_Asian_58/mask4.jpg
201,000036,female,Asian,58,mask,000036_female_Asian_58/mask5.jpg
202,000036,female,Asian,58,Not Wear,000036_female_Asian_58/normal.jpg
203,000037,female,Asian,58,Incorrect,000037_female_Asian_58/incorrect_mask.jpg
204,000037,female,Asian,58,mask,000037_female_Asian_58/mask1.jpg
205,000037,female,Asian,58,mask,000037_female_Asian_58/mask2.jpg
206,000037,female,Asian,58,mask,000037_female_Asian_58/mask3.jpg
207,000037,female,Asian,58,mask,000037_female_Asian_58/mask4.jpg
208,000037,female,Asian,58,mask,000037_female_Asian_58/mask5.jpg
209,000037,female,Asian,58,Not Wear,000037_female_Asian_58/normal.jpg
210,000038,female,Asian,58,Incorrect,000038_female_Asian_58/incorrect_mask.jpg
211,000038,female,Asian,58,mask,000038_female_Asian_58/mask1.jpg
212,000038,female,Asian,58,mask,000038_female_Asian_58/mask2.jpg
213,000038,female,Asian,58,mask,000038_female_Asian_58/mask3.jpg
214,000038,female,Asian,58,mask,000038_female_Asian_58/mask4.jpg
215,000038,female,Asian,58,mask,000038_female_Asian_58/mask5.jpg
216,000038,female,Asian,58,Not Wear,000038_female_Asian_58/normal.jpg
217,000039,female,Asian,57,Incorrect,000039_female_Asian_57/incorrect_mask.jpg
218,000039,female,Asian,57,mask,000039_female_Asian_57/mask1.jpg
219,000039,female,Asian,57,mask,000039_female_Asian_57/mask2.jpg
220,000039,female,Asian,57,mask,000039_female_Asian_57/mask3.jpg
221,000039,female,Asian,57,mask,000039_female_Asian_57/mask4.jpg
222,000039,female,Asian,57,mask,000039_female_Asian_57/mask5.jpg
223,000039,female,Asian,57,Not Wear,000039_female_Asian_57/normal.jpg
224,000040,female,Asian,57,Incorrect,000040_female_Asian_57/incorrect_mask.jpg
225,000040,female,Asian,57,mask,000040_female_Asian_57/mask1.jpg
226,000040,female,Asian,57,mask,000040_female_Asian_57/mask2.jpg
227,000040,female,Asian,57,mask,000040_female_Asian_57/mask3.jpg
228,000040,female,Asian,57,mask,000040_female_Asian_57/mask4.jpg
229,000040,female,Asian,57,mask,000040_female_Asian_57/mask5.jpg
230,000040,female,Asian,57,Not Wear,000040_female_Asian_57/normal.jpg
231,000041,female,Asian,58,Incorrect,000041_female_Asian_58/incorrect_mask.jpg
232,000041,female,Asian,58,mask,000041_female_Asian_58/mask1.jpg
233,000041,female,Asian,58,mask,000041_female_Asian_58/mask2.jpg
234,000041,female,Asian,58,mask,000041_female_Asian_58/mask3.jpg
235,000041,female,Asian,58,mask,000041_female_Asian_58/mask4.jpg
236,000041,female,Asian,58,mask,000041_female_Asian_58/mask5.jpg
237,000041,female,Asian,58,Not Wear,000041_female_Asian_58/normal.jpg
238,000043,male,Asian,56,Incorrect,000043_male_Asian_56/incorrect_mask.jpg
239,000043,male,Asian,56,mask,000043_male_Asian_56/mask1.jpg
240,000043,male,Asian,56,mask,000043_male_Asian_56/mask2.jpg
241,000043,male,Asian,56,mask,000043_male_Asian_56/mask3.jpg
242,000043,male,Asian,56,mask,000043_male_Asian_56/mask4.jpg
243,000043,male,Asian,56,mask,000043_male_Asian_56/mask5.jpg
244,000043,male,Asian,56,Not Wear,000043_male_Asian_56/normal.jpg
245,000044,female,Asian,58,Incorrect,000044_female_Asian_58/incorrect_mask.jpg
246,000044,female,Asian,58,mask,000044_female_Asian_58/mask1.jpg
247,000044,female,Asian,58,mask,000044_female_Asian_58/mask2.jpg
248,000044,female,Asian,58,mask,000044_female_Asian_58/mask3.jpg
249,000044,female,Asian,58,mask,000044_female_Asian_58/mask4.jpg
250,000044,female,Asian,58,mask,000044_female_Asian_58/mask5.jpg
251,000044,female,Asian,58,Not Wear,000044_female_Asian_58/normal.jpg
252,000045,female,Asian,56,Incorrect,000045_female_Asian_56/incorrect_mask.jpg
253,000045,female,Asian,56,mask,000045_female_Asian_56/mask1.jpg
254,000045,female,Asian,56,mask,000045_female_Asian_56/mask2.jpg
255,000045,female,Asian,56,mask,000045_female_Asian_56/mask3.jpg
256,000045,female,Asian,56,mask,000045_female_Asian_56/mask4.jpg
257,000045,female,Asian,56,mask,000045_female_Asian_56/mask5.jpg
258,000045,female,Asian,56,Not Wear,000045_female_Asian_56/normal.jpg
259,000046,male,Asian,55,Incorrect,000046_male_Asian_55/incorrect_mask.jpg
260,000046,male,Asian,55,mask,000046_male_Asian_55/mask1.jpg
261,000046,male,Asian,55,mask,000046_male_Asian_55/mask2.jpg
262,000046,male,Asian,55,mask,000046_male_Asian_55/mask3.jpg
263,000046,male,Asian,55,mask,000046_male_Asian_55/mask4.jpg
264,000046,male,Asian,55,mask,000046_male_Asian_55/mask5.jpg
265,000046,male,Asian,55,Not Wear,000046_male_Asian_55/normal.jpg
266,000047,male,Asian,58,Incorrect,000047_male_Asian_58/incorrect_mask.jpg
267,000047,male,Asian,58,mask,000047_male_Asian_58/mask1.jpg
268,000047,male,Asian,58,mask,000047_male_Asian_58/mask2.jpg
269,000047,male,Asian,58,mask,000047_male_Asian_58/mask3.jpg
270,000047,male,Asian,58,mask,000047_male_Asian_58/mask4.jpg
271,000047,male,Asian,58,mask,000047_male_Asian_58/mask5.jpg
272,000047,male,Asian,58,Not Wear,000047_male_Asian_58/normal.jpg
273,000048,female,Asian,57,Incorrect,000048_female_Asian_57/incorrect_mask.jpg
274,000048,female,Asian,57,mask,000048_female_Asian_57/mask1.jpg
275,000048,female,Asian,57,mask,000048_female_Asian_57/mask2.jpg
276,000048,female,Asian,57,mask,000048_female_Asian_57/mask3.jpg
277,000048,female,Asian,57,mask,000048_female_Asian_57/mask4.jpg
278,000048,female,Asian,57,mask,000048_female_Asian_57/mask5.jpg
279,000048,female,Asian,57,Not Wear,000048_female_Asian_57/normal.jpg
280,000062,female,Asian,55,Incorrect,000062_female_Asian_55/incorrect_mask.jpg
281,000062,female,Asian,55,mask,000062_female_Asian_55/mask1.jpg
282,000062,female,Asian,55,mask,000062_female_Asian_55/mask2.jpg
283,000062,female,Asian,55,mask,000062_female_Asian_55/mask3.jpg
284,000062,female,Asian,55,mask,000062_female_Asian_55/mask4.jpg
285,000062,female,Asian,55,mask,000062_female_Asian_55/mask5.jpg
286,000062,female,Asian,55,Not Wear,000062_female_Asian_55/normal.jpg
287,000064,male,Asian,59,Incorrect,000064_male_Asian_59/incorrect_mask.jpg
288,000064,male,Asian,59,mask,000064_male_Asian_59/mask1.jpg
289,000064,male,Asian,59,mask,000064_male_Asian_59/mask2.jpg
290,000064,male,Asian,59,mask,000064_male_Asian_59/mask3.jpg
291,000064,male,Asian,59,mask,000064_male_Asian_59/mask4.jpg
292,000064,male,Asian,59,mask,000064_male_Asian_59/mask5.jpg
293,000064,male,Asian,59,Not Wear,000064_male_Asian_59/normal.jpg
294,000066,female,Asian,53,Incorrect,000066_female_Asian_53/incorrect_mask.jpg
295,000066,female,Asian,53,mask,000066_female_Asian_53/mask1.jpg
296,000066,female,Asian,53,mask,000066_female_Asian_53/mask2.jpg
297,000066,female,Asian,53,mask,000066_female_Asian_53/mask3.jpg
298,000066,female,Asian,53,mask,000066_female_Asian_53/mask4.jpg
299,000066,female,Asian,53,mask,000066_female_Asian_53/mask5.jpg
300,000066,female,Asian,53,Not Wear,000066_female_Asian_53/normal.jpg
301,000067,female,Asian,54,Incorrect,000067_female_Asian_54/incorrect_mask.jpg
302,000067,female,Asian,54,mask,000067_female_Asian_54/mask1.jpg
303,000067,female,Asian,54,mask,000067_female_Asian_54/mask2.jpg
304,000067,female,Asian,54,mask,000067_female_Asian_54/mask3.jpg
305,000067,female,Asian,54,mask,000067_female_Asian_54/mask4.jpg
306,000067,female,Asian,54,mask,000067_female_Asian_54/mask5.jpg
307,000067,female,Asian,54,Not Wear,000067_female_Asian_54/normal.jpg
308,000069,female,Asian,54,Incorrect,000069_female_Asian_54/incorrect_mask.jpg
309,000069,female,Asian,54,mask,000069_female_Asian_54/mask1.jpg
310,000069,female,Asian,54,mask,000069_female_Asian_54/mask2.jpg
311,000069,female,Asian,54,mask,000069_female_Asian_54/mask3.jpg
312,000069,female,Asian,54,mask,000069_female_Asian_54/mask4.jpg
313,000069,female,Asian,54,mask,000069_female_Asian_54/mask5.jpg
314,000069,female,Asian,54,Not Wear,000069_female_Asian_54/normal.jpg
315,000070,female,Asian,58,Incorrect,000070_female_Asian_58/incorrect_mask.jpg
316,000070,female,Asian,58,mask,000070_female_Asian_58/mask1.jpg
317,000070,female,Asian,58,mask,000070_female_Asian_58/mask2.jpg
318,000070,female,Asian,58,mask,000070_female_Asian_58/mask3.jpg
319,000070,female,Asian,58,mask,000070_female_Asian_58/mask4.jpg
320,000070,female,Asian,58,mask,000070_female_Asian_58/mask5.jpg
321,000070,female,Asian,58,Not Wear,000070_female_Asian_58/normal.jpg
322,000071,female,Asian,56,Incorrect,000071_female_Asian_56/incorrect_mask.jpg
323,000071,female,Asian,56,mask,000071_female_Asian_56/mask1.jpg
324,000071,female,Asian,56,mask,000071_female_Asian_56/mask2.jpg
325,000071,female,Asian,56,mask,000071_female_Asian_56/mask3.jpg
326,000071,female,Asian,56,mask,000071_female_Asian_56/mask4.jpg
327,000071,female,Asian,56,mask,000071_female_Asian_56/mask5.jpg
328,000071,female,Asian,56,Not Wear,000071_female_Asian_56/normal.jpg
329,000073,female,Asian,52,Incorrect,000073_female_Asian_52/incorrect_mask.jpg
330,000073,female,Asian,52,mask,000073_female_Asian_52/mask1.jpg
331,000073,female,Asian,52,mask,000073_female_Asian_52/mask2.jpg
332,000073,female,Asian,52,mask,000073_female_Asian_52/mask3.jpg
333,000073,female,Asian,52,mask,000073_female_Asian_52/mask4.jpg
334,000073,female,Asian,52,mask,000073_female_Asian_52/mask5.jpg
335,000073,female,Asian,52,Not Wear,000073_female_Asian_52/normal.jpg
336,000075,female,Asian,56,Incorrect,000075_female_Asian_56/incorrect_mask.jpg
337,000075,female,Asian,56,mask,000075_female_Asian_56/mask1.jpg
338,000075,female,Asian,56,mask,000075_female_Asian_56/mask2.jpg
339,000075,female,Asian,56,mask,000075_female_Asian_56/mask3.jpg
340,000075,female,Asian,56,mask,000075_female_Asian_56/mask4.jpg
341,000075,female,Asian,56,mask,000075_female_Asian_56/mask5.jpg
342,000075,female,Asian,56,Not Wear,000075_female_Asian_56/normal.jpg
343,000077,male,Asian,59,Incorrect,000077_male_Asian_59/incorrect_mask.jpg
344,000077,male,Asian,59,mask,000077_male_Asian_59/mask1.jpg
345,000077,male,Asian,59,mask,000077_male_Asian_59/mask2.jpg
346,000077,male,Asian,59,mask,000077_male_Asian_59/mask3.jpg
347,000077,male,Asian,59,mask,000077_male_Asian_59/mask4.jpg
348,000077,male,Asian,59,mask,000077_male_Asian_59/mask5.jpg
349,000077,male,Asian,59,Not Wear,000077_male_Asian_59/normal.jpg
350,000078,female,Asian,55,Incorrect,000078_female_Asian_55/incorrect_mask.jpg
351,000078,female,Asian,55,mask,000078_female_Asian_55/mask1.jpg
352,000078,female,Asian,55,mask,000078_female_Asian_55/mask2.jpg
353,000078,female,Asian,55,mask,000078_female_Asian_55/mask3.jpg
354,000078,female,Asian,55,mask,000078_female_Asian_55/mask4.jpg
355,000078,female,Asian,55,mask,000078_female_Asian_55/mask5.jpg
356,000078,female,Asian,55,Not Wear,000078_female_Asian_55/normal.jpg
357,000079,female,Asian,57,Incorrect,000079_female_Asian_57/incorrect_mask.jpg
358,000079,female,Asian,57,mask,000079_female_Asian_57/mask1.jpg
359,000079,female,Asian,57,mask,000079_female_Asian_57/mask2.jpg
360,000079,female,Asian,57,mask,000079_female_Asian_57/mask3.jpg
361,000079,female,Asian,57,mask,000079_female_Asian_57/mask4.jpg
362,000079,female,Asian,57,mask,000079_female_Asian_57/mask5.jpg
363,000079,female,Asian,57,Not Wear,000079_female_Asian_57/normal.jpg
364,000080,female,Asian,57,Incorrect,000080_female_Asian_57/incorrect_mask.jpg
365,000080,female,Asian,57,mask,000080_female_Asian_57/mask1.jpg
366,000080,female,Asian,57,mask,000080_female_Asian_57/mask2.jpg
367,000080,female,Asian,57,mask,000080_female_Asian_57/mask3.jpg
368,000080,female,Asian,57,mask,000080_female_Asian_57/mask4.jpg
369,000080,female,Asian,57,mask,000080_female_Asian_57/mask5.jpg
370,000080,female,Asian,57,Not Wear,000080_female_Asian_57/normal.jpg
371,000206,female,Asian,57,Incorrect,000206_female_Asian_57/incorrect_mask.jpg
372,000206,female,Asian,57,mask,000206_female_Asian_57/mask1.jpg
373,000206,female,Asian,57,mask,000206_female_Asian_57/mask2.jpg
374,000206,female,Asian,57,mask,000206_female_Asian_57/mask3.jpg
375,000206,female,Asian,57,mask,000206_female_Asian_57/mask4.jpg
376,000206,female,Asian,57,mask,000206_female_Asian_57/mask5.jpg
377,000206,female,Asian,57,Not Wear,000206_female_Asian_57/normal.jpg
378,000207,female,Asian,56,Incorrect,000207_female_Asian_56/incorrect_mask.jpg
379,000207,female,Asian,56,mask,000207_female_Asian_56/mask1.jpg
380,000207,female,Asian,56,mask,000207_female_Asian_56/mask2.jpg
381,000207,female,Asian,56,mask,000207_female_Asian_56/mask3.jpg
382,000207,female,Asian,56,mask,000207_female_Asian_56/mask4.jpg
383,000207,female,Asian,56,mask,000207_female_Asian_56/mask5.jpg
384,000207,female,Asian,56,Not Wear,000207_female_Asian_56/normal.jpg
